Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP002449,Male,Yes,0,Graduate,No,0.028855905998763143,0.059183526531787746,0.11722141823444283,180.0,0.0,Rural,Y
LP002453,Male,No,0,Graduate,Yes,0.0857761286332715,0.0,0.1085383502170767,360.0,1.0,Semiurban,Y
LP002455,Male,Yes,2,Graduate,No,0.04587507730364874,0.0,0.12590448625180894,360.0,1.0,Semiurban,Y
LP002459,Male,Yes,0,Graduate,No,0.05134199134199135,0.0,0.15774240231548478,360.0,1.0,Urban,Y
LP002467,Male,Yes,0,Graduate,No,0.044007421150278295,0.06165550675594595,0.23733719247467433,360.0,1.0,Urban,N
LP002472,Male,No,2,Graduate,No,0.05199752628324057,0.0,0.18379160636758318,360.0,1.0,Rural,Y
LP002473,Male,Yes,0,Graduate,No,0.10122448979591837,0.0,0.21852387843704774,360.0,1.0,Semiurban,N
LP002478,Male,Yes,0,Graduate,Yes,0.023908472479901053,0.09799121607027143,0.21852387843704774,360.0,1.0,Semiurban,Y
LP002484,Male,Yes,3+,Graduate,No,0.09387755102040816,0.0,0.17221418234442834,180.0,1.0,Urban,Y
LP002487,Male,Yes,0,Graduate,No,0.035435992578849725,0.052511579907360745,0.20839363241678724,360.0,1.0,Rural,Y
LP002489,Female,No,1,Not Graduate,No,0.0623500309214595,0.0,0.17800289435600578,360.0,1.0,Semiurban,Y
LP002493,Male,No,0,Graduate,No,0.049672232529375394,0.0,0.12879884225759766,360.0,0.0,Semiurban,N
LP002494,Male,No,0,Graduate,No,0.07235621521335807,0.0,0.18958031837916062,360.0,1.0,Rural,Y
LP002500,Male,Yes,3+,Not Graduate,No,0.03459492888064317,0.039935680514555885,0.08827785817655572,180.0,0.0,Urban,N
LP002501,Male,Yes,0,Graduate,No,0.20460111317254176,0.0,0.14616497829232994,360.0,1.0,Semiurban,Y
LP002502,Female,Yes,2,Not Graduate,No,0.0007421150278293135,0.07000743994048048,0.12879884225759766,360.0,1.0,Semiurban,Y
LP002505,Male,Yes,0,Graduate,No,0.051737786023500314,0.058823529411764705,0.14616497829232994,360.0,1.0,Urban,N
LP002515,Male,Yes,1,Graduate,Yes,0.04081632653061225,0.049895600835193316,0.22141823444283645,360.0,1.0,Semiurban,Y
LP002517,Male,Yes,1,Not Graduate,No,0.03095856524427953,0.03599971200230398,0.150506512301013,180.0,0.0,Rural,N
LP002519,Male,Yes,3+,Graduate,No,0.05616573902288188,0.0,0.13169319826338638,360.0,1.0,Semiurban,Y
LP002522,Female,No,0,Graduate,Yes,0.02906617192331478,0.0,0.1215629522431259,360.0,1.0,Urban,Y
LP002524,Male,No,2,Graduate,No,0.06656771799628942,0.11155110759113927,0.22141823444283645,360.0,1.0,Rural,Y
LP002527,Male,Yes,2,Graduate,Yes,0.20253555967841683,0.02433580531355749,0.20405209840810418,360.0,1.0,Rural,Y
LP002529,Male,Yes,2,Graduate,No,0.08101422387136673,0.04199966400268798,0.31982633863965265,300.0,1.0,Semiurban,Y
LP002530,Male,Yes,2,Graduate,No,0.033679653679653684,0.04492764057887537,0.17800289435600578,360.0,0.0,Semiurban,N
LP002531,Male,Yes,1,Graduate,Yes,0.20429189857761287,0.05399956800345597,0.11143270622286541,360.0,1.0,Semiurban,Y
LP002533,Male,Yes,2,Graduate,No,0.03459492888064317,0.03847169222646219,0.17221418234442834,360.0,1.0,Urban,N
LP002534,Female,No,0,Not Graduate,No,0.05194805194805195,0.0,0.20984081041968158,360.0,1.0,Rural,Y
LP002536,Male,Yes,3+,Not Graduate,No,0.036425479282622145,0.0,0.150506512301013,360.0,1.0,Rural,Y
LP002537,Male,Yes,0,Graduate,No,0.023908472479901053,0.07559939520483837,0.17221418234442834,360.0,1.0,Semiurban,Y
LP002541,Male,Yes,0,Graduate,No,0.13213358070500927,0.0,0.3256150506512301,360.0,1.0,Semiurban,Y
LP002543,Male,Yes,2,Graduate,No,0.10121212121212121,0.0,0.34298118668596234,360.0,1.0,Semiurban,Y
LP002544,Male,Yes,1,Not Graduate,No,0.022362399505256647,0.058463532291741664,0.1765557163531114,360.0,1.0,Rural,Y
LP002545,Male,No,2,Graduate,No,0.042016079158936306,0.0,0.10274963820549927,360.0,0.0,Rural,N
LP002547,Male,Yes,1,Graduate,No,0.22489795918367347,0.0,0.7105643994211288,360.0,1.0,Urban,N
LP002555,Male,Yes,2,Graduate,Yes,0.05482993197278912,0.049991600067199465,0.21852387843704774,360.0,1.0,Semiurban,Y
LP002556,Male,No,0,Graduate,No,0.02826221397649969,0.0,0.0955137481910275,360.0,1.0,Urban,N
LP002560,Male,No,0,Not Graduate,No,0.03152752009894867,0.06683946528427773,0.12590448625180894,360.0,1.0,Semiurban,Y
LP002562,Male,Yes,1,Not Graduate,No,0.06410636982065554,0.027143782849737202,0.256150506512301,360.0,1.0,Urban,Y
LP002571,Male,No,0,Not Graduate,No,0.04379715522572666,0.0,0.14616497829232994,360.0,1.0,Rural,Y
LP002582,Female,No,0,Not Graduate,Yes,0.21166357452071738,0.0,0.3125904486251809,360.0,1.0,Semiurban,Y
LP002585,Male,Yes,0,Graduate,No,0.042634508348794065,0.051767585859313126,0.15918958031837913,360.0,0.0,Rural,N
LP002586,Female,Yes,1,Graduate,No,0.039282622139765,0.021911824705402358,0.13892908827785816,84.0,1.0,Semiurban,Y
LP002587,Male,Yes,0,Not Graduate,No,0.0303030303030303,0.04079967360261118,0.14182344428364688,360.0,1.0,Rural,Y
LP002588,Male,Yes,0,Graduate,No,0.05534941249226964,0.06856745146038831,0.14761215629522428,12.0,1.0,Urban,Y
LP002600,Male,Yes,1,Graduate,Yes,0.0339517625231911,0.0,0.12445730824891461,360.0,1.0,Semiurban,Y
LP002602,Male,No,0,Graduate,No,0.075856524427953,0.10598315213478292,0.2894356005788712,360.0,0.0,Rural,N
LP002603,Female,No,0,Graduate,No,0.006122448979591836,0.08839129286965704,0.150506512301013,480.0,1.0,Rural,Y
LP002606,Female,No,0,Graduate,No,0.03721706864564008,0.0,0.13169319826338638,360.0,1.0,Semiurban,Y
LP002615,Male,Yes,2,Graduate,No,0.058317872603586896,0.1349749202006384,0.2879884225759768,360.0,1.0,Semiurban,Y
LP002618,Male,Yes,1,Not Graduate,No,0.04823747680890539,0.1272469820241438,0.1866859623733719,360.0,1.0,Rural,N
LP002619,Male,Yes,0,Not Graduate,No,0.04531849103277675,0.03559171526627787,0.1664254703328509,300.0,1.0,Semiurban,Y
LP002622,Male,Yes,2,Graduate,No,0.041558441558441565,0.10598315213478292,0.33863965267727925,360.0,1.0,Rural,Y
LP002624,Male,Yes,0,Graduate,No,0.25581941867656155,0.16000671994624044,0.6816208393632417,360.0,1.0,Urban,Y
LP002625,Male,No,0,Graduate,No,0.04246134817563389,0.0,0.12590448625180894,360.0,1.0,Urban,N
LP002626,Male,Yes,0,Graduate,Yes,0.028806431663574522,0.07231142150862793,0.25904486251808967,360.0,1.0,Urban,Y
LP002634,Female,No,1,Graduate,No,0.1621768707482993,0.0,0.04486251808972504,360.0,1.0,Urban,Y
LP002637,Male,No,0,Not Graduate,No,0.04264687693259123,0.030887752897976815,0.13169319826338638,360.0,1.0,Rural,N
LP002640,Male,Yes,1,Graduate,No,0.07316017316017316,0.04809561523507812,0.34876989869753977,360.0,1.0,Semiurban,Y
LP002643,Male,Yes,2,Graduate,No,0.03875077303648733,0.04883960928312574,0.20115774240231546,360.0,1.0,Urban,Y
LP002648,Male,Yes,0,Graduate,No,0.024489795918367346,0.1599827201382389,0.08827785817655572,180.0,1.0,Semiurban,N
LP002652,Male,No,0,Graduate,No,0.07006802721088436,0.08798329613363093,0.43704775687409547,360.0,1.0,Rural,N
LP002659,Male,Yes,3+,Graduate,No,0.04101422387136673,0.08227134182926536,0.20405209840810418,360.0,1.0,Rural,Y
LP002670,Female,Yes,2,Graduate,No,0.02326530612244898,0.039167686658506735,0.150506512301013,480.0,1.0,Semiurban,Y
LP002682,Male,Yes,0,Not Graduate,No,0.036165739022881886,0.04319965440276478,0.16497829232995656,360.0,0.0,Semiurban,N
LP002683,Male,No,0,Graduate,No,0.05606679035250464,0.04595963232294142,0.25470332850940663,360.0,1.0,Semiurban,N
LP002684,Female,No,0,Not Graduate,No,0.04019789734075449,0.0,0.12445730824891461,360.0,1.0,Rural,N
LP002689,Male,Yes,2,Not Graduate,No,0.025256648113790973,0.04180766553867569,0.05209840810419682,360.0,1.0,Semiurban,Y
LP002690,Male,No,0,Graduate,No,0.02906617192331478,0.0,0.06657018813314038,360.0,1.0,Semiurban,Y
LP002692,Male,Yes,3+,Graduate,Yes,0.06836116264687693,0.034175726594187245,0.13169319826338638,360.0,1.0,Rural,Y
LP002693,Male,Yes,2,Graduate,Yes,0.09645021645021645,0.1719826241390069,0.6816208393632417,360.0,1.0,Rural,Y
LP002697,Male,No,0,Graduate,No,0.056029684601113176,0.05008759929920561,0.17221418234442834,360.0,1.0,Semiurban,N
LP002699,Male,Yes,2,Graduate,Yes,0.2145949288806432,0.0,0.5658465991316932,360.0,1.0,Rural,Y
LP002705,Male,Yes,0,Graduate,No,0.0448361162646877,0.0,0.14616497829232994,360.0,1.0,Semiurban,Y
LP002706,Male,Yes,1,Not Graduate,No,0.06351267779839208,0.03431972544219646,0.21997105643994208,360.0,0.0,Semiurban,Y
LP002714,Male,No,1,Not Graduate,No,0.03128014842300557,0.031247750017999856,0.12301013024602024,360.0,1.0,Semiurban,Y
LP002716,Male,No,0,Not Graduate,No,0.08204081632653061,0.0,0.17510853835021706,360.0,1.0,Semiurban,Y
LP002717,Male,Yes,0,Graduate,No,0.010822510822510824,0.13199894400844794,0.29956584659913166,360.0,1.0,Rural,Y
LP002720,Male,Yes,3+,Graduate,No,0.051094619666048245,0.0,0.13169319826338638,360.0,1.0,Urban,Y
LP002723,Male,No,2,Graduate,No,0.04252319109461967,0.0,0.14616497829232994,360.0,0.0,Rural,N
LP002729,Male,No,1,Graduate,No,0.137291280148423,0.0,0.27062228654124454,360.0,1.0,Semiurban,N
LP002731,Female,No,0,Not Graduate,Yes,0.2228200371057514,0.0,0.16787264833574528,360.0,1.0,Urban,Y
LP002732,Male,No,0,Not Graduate,No,0.029684601113172542,0.049007607939136485,0.16931982633863962,360.0,1.0,Rural,Y
LP002734,Male,Yes,0,Graduate,No,0.07400123685837971,0.09374325005399957,0.4558610709117221,360.0,1.0,Urban,Y
LP002738,Male,No,2,Graduate,No,0.042881880024737175,0.0,0.14182344428364688,360.0,1.0,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,0.03422387136672851,0.01286389708882329,0.0824891461649783,360.0,1.0,Rural,N
LP002740,Male,Yes,3+,Graduate,No,0.07751391465677179,0.0,0.21418234442836467,180.0,1.0,Rural,Y
LP002741,Female,Yes,1,Graduate,No,0.055139146567718005,0.06827945376436989,0.18958031837916062,180.0,1.0,Semiurban,Y
LP002743,Female,No,0,Graduate,No,0.02458874458874459,0.0,0.130246020260492,360.0,0.0,Semiurban,N
LP002753,Female,No,1,Graduate,No,0.043314780457637606,0.0,0.12445730824891461,360.0,1.0,Semiurban,Y
LP002755,Male,Yes,1,Not Graduate,No,0.025837971552257265,0.060575515395876835,0.17221418234442834,360.0,1.0,Urban,Y
LP002757,Female,Yes,0,Not Graduate,No,0.035460729746444035,0.01591187270501836,0.1345875542691751,360.0,1.0,Semiurban,Y
LP002767,Male,Yes,0,Graduate,No,0.032380952380952385,0.04679962560299518,0.21128798842257596,360.0,1.0,Rural,Y
LP002768,Male,No,0,Not Graduate,No,0.03967841682127397,0.0,0.10274963820549927,36.0,1.0,Semiurban,N
LP002772,Male,No,0,Graduate,No,0.02938775510204082,0.04279165766673867,0.1968162083936324,360.0,1.0,Rural,Y
LP002776,Female,No,0,Graduate,No,0.05998763141620285,0.0,0.13603473227206944,360.0,0.0,Semiurban,N
LP002777,Male,Yes,0,Graduate,No,0.03259121830550402,0.048383612931096553,0.14616497829232994,360.0,1.0,Rural,Y
LP002778,Male,Yes,2,Graduate,Yes,0.08018552875695732,0.0,0.17221418234442834,360.0,0.0,Rural,N
LP002784,Male,Yes,1,Not Graduate,No,0.02896722325293754,0.05699954400364797,0.17221418234442834,360.0,1.0,Rural,Y
LP002785,Male,Yes,1,Graduate,No,0.03936920222634509,0.07799937600499196,0.21562952243125902,360.0,1.0,Urban,Y
LP002788,Male,Yes,0,Not Graduate,No,0.02849721706864564,0.05599155206758346,0.2489146164978292,360.0,0.0,Urban,N
LP002789,Male,Yes,0,Graduate,No,0.042585034013605444,0.10238318093455252,0.17800289435600578,180.0,0.0,Rural,N
LP002792,Male,Yes,1,Graduate,No,0.0657761286332715,0.02476780185758514,0.02460202604920405,360.0,1.0,Semiurban,Y
LP002794,Female,No,0,Graduate,No,0.031131725417439703,0.03899968800249598,0.1085383502170767,360.0,1.0,Urban,Y
LP002795,Male,Yes,3+,Graduate,Yes,0.12354978354978355,0.0,0.36324167872648333,360.0,1.0,Semiurban,Y
LP002798,Male,Yes,0,Graduate,No,0.04622139764996908,0.06405548755609955,0.22141823444283645,360.0,1.0,Semiurban,Y
LP002804,Female,Yes,0,Graduate,No,0.04984539270253557,0.05534355725154199,0.25036179450072354,360.0,1.0,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,0.043599257884972174,0.0058079535363717094,0.14327062228654122,360.0,1.0,Semiurban,Y
LP002813,Female,Yes,1,Graduate,Yes,0.23913419913419914,0.0,0.8552821997105644,360.0,1.0,Semiurban,Y
LP002820,Male,Yes,0,Graduate,No,0.07140383426097711,0.04929560563515492,0.2923299565846599,360.0,1.0,Rural,Y
LP002821,Male,No,0,Not Graduate,Yes,0.06988249845392702,0.0,0.17800289435600578,360.0,1.0,Semiurban,Y
LP002832,Male,Yes,2,Graduate,No,0.10697588126159555,0.0,0.3603473227206946,360.0,0.0,Urban,N
LP002833,Male,Yes,0,Not Graduate,No,0.05339517625231911,0.0,0.1606367583212735,360.0,1.0,Rural,Y
LP002836,Male,No,0,Graduate,No,0.03936920222634509,0.0,0.08827785817655572,360.0,1.0,Urban,Y
LP002837,Male,Yes,3+,Graduate,No,0.04019789734075449,0.05999952000383997,0.16497829232995656,360.0,0.0,Rural,N
LP002840,Female,No,0,Graduate,No,0.027557204700061844,0.0,0.0,360.0,1.0,Urban,N
LP002841,Male,Yes,0,Graduate,No,0.03730364873222017,0.04953560371517028,0.1374819102749638,360.0,0.0,Urban,N
LP002842,Male,Yes,1,Graduate,No,0.04040816326530613,0.04199966400268798,0.256150506512301,360.0,1.0,Urban,Y
LP002847,Male,Yes,0,Graduate,No,0.061422387136672855,0.03482372141022872,0.22575976845151952,360.0,0.0,Urban,N
LP002855,Male,Yes,2,Graduate,No,0.2042795299938157,0.0,0.38494934876989867,360.0,1.0,Urban,Y
LP002862,Male,Yes,2,Not Graduate,No,0.07390228818800247,0.03899968800249598,0.2575976845151953,480.0,1.0,Semiurban,N
LP002863,Male,Yes,3+,Graduate,No,0.0773778602350031,0.0,0.20405209840810418,360.0,1.0,Semiurban,N
LP002868,Male,Yes,2,Graduate,No,0.03721706864564008,0.01106391148870809,0.14327062228654122,84.0,1.0,Urban,Y
LP002872,Male,Yes,0,Graduate,No,0.0363265306122449,0.053039575683394534,0.18379160636758318,360.0,0.0,Semiurban,N
LP002874,Male,No,0,Graduate,No,0.038082869511440944,0.06573547411620707,0.14616497829232994,360.0,1.0,Urban,Y
LP002877,Male,Yes,1,Graduate,No,0.020185528756957328,0.05356757145942832,0.14182344428364688,360.0,1.0,Rural,Y
LP002888,Male,No,0,Graduate,No,0.03750154607297465,0.07000743994048048,0.21997105643994208,360.0,1.0,Urban,Y
LP002892,Male,Yes,2,Graduate,No,0.0790352504638219,0.0,0.28364688856729375,360.0,1.0,Semiurban,Y
LP002893,Male,No,0,Graduate,No,0.02085343228200371,0.8120815033479732,0.11722141823444283,360.0,1.0,Urban,N
LP002894,Female,Yes,0,Graduate,No,0.03730364873222017,0.0,0.03907380607814761,360.0,1.0,Semiurban,Y
LP002898,Male,Yes,1,Graduate,No,0.02139764996907854,0.0,0.07525325615050651,360.0,1.0,Rural,N
LP002911,Male,Yes,1,Graduate,No,0.03261595547309833,0.04600763193894449,0.19826338639652674,360.0,0.0,Rural,N
LP002912,Male,Yes,1,Graduate,No,0.051119356833642556,0.07199942400460796,0.23589001447178,84.0,1.0,Rural,N
LP002916,Male,Yes,0,Graduate,No,0.02655534941249227,0.036527707778337776,0.1374819102749638,360.0,1.0,Urban,Y
LP002917,Female,No,0,Not Graduate,No,0.02492269635126778,0.0,0.08827785817655572,360.0,1.0,Semiurban,Y
LP002925,Male,No,0,Graduate,No,0.056895485466914045,0.0,0.12301013024602024,360.0,1.0,Semiurban,Y
LP002926,Male,Yes,2,Graduate,Yes,0.03186147186147187,0.0,0.1403762662807525,360.0,0.0,Semiurban,N
LP002928,Male,Yes,0,Graduate,No,0.0352504638218924,0.08198334413324694,0.06801736613603473,180.0,1.0,Semiurban,Y
LP002931,Male,Yes,2,Graduate,Yes,0.07235621521335807,0.0,0.28364688856729375,240.0,1.0,Semiurban,N
LP002933,Male,No,3+,Graduate,Yes,0.11387755102040817,0.0,0.4095513748191027,360.0,1.0,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,0.04587507730364874,0.07919936640506876,0.19247467438494933,180.0,1.0,Rural,Y
LP002938,Male,Yes,0,Graduate,Yes,0.19752628324056895,0.0,0.36324167872648333,360.0,1.0,Urban,Y
LP002940,Male,No,0,Not Graduate,No,0.045553494124922704,0.0,0.14616497829232994,360.0,1.0,Rural,Y
LP002941,Male,Yes,2,Not Graduate,Yes,0.07709338280766852,0.023999808001535988,0.2575976845151953,360.0,1.0,Rural,N
LP002943,Male,No,0,Graduate,No,0.03508967223252938,0.0,0.11432706222865412,360.0,0.0,Semiurban,N
LP002945,Male,Yes,0,Graduate,Yes,0.12137291280148423,0.0,0.24746743849493485,360.0,1.0,Rural,Y
LP002948,Male,Yes,2,Graduate,No,0.06963512677798392,0.0,0.2648335745296671,360.0,1.0,Urban,Y
LP002949,Female,No,3+,Graduate,No,0.00329004329004329,1.0,0.49348769898697536,180.0,1.0,Urban,N
LP002950,Male,Yes,0,Not Graduate,No,0.03393939393939394,0.06700746394028848,0.21128798842257596,360.0,1.0,Rural,Y
LP002953,Male,Yes,3+,Graduate,No,0.06868274582560296,0.0,0.17221418234442834,360.0,1.0,Urban,Y
LP002958,Male,No,0,Graduate,No,0.04361162646876933,0.10322317421460628,0.23589001447178,360.0,1.0,Rural,Y
LP002959,Female,Yes,1,Graduate,No,0.14656771799628943,0.0,0.7047756874095513,360.0,1.0,Semiurban,Y
LP002960,Male,Yes,0,Not Graduate,No,0.027829313543599257,0.09119927040583675,0.17221418234442834,180.0,1.0,Urban,N
LP002961,Male,Yes,1,Graduate,No,0.04019789734075449,0.05999952000383997,0.23733719247467433,360.0,1.0,Semiurban,Y
LP002964,Male,Yes,2,Not Graduate,No,0.047458256029684606,0.03386372909016728,0.21418234442836467,360.0,1.0,Rural,Y
LP002974,Male,Yes,0,Graduate,No,0.03811997526283241,0.04679962560299518,0.14327062228654122,360.0,1.0,Rural,Y
LP002978,Female,No,0,Graduate,No,0.034013605442176874,0.0,0.08972503617945007,360.0,1.0,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,0.04893011750154608,0.0,0.04486251808972504,180.0,1.0,Rural,Y
LP002983,Male,Yes,1,Graduate,No,0.09798392084106369,0.005759953920368637,0.3531114327062228,360.0,1.0,Urban,Y
LP002984,Male,Yes,2,Graduate,No,0.0919356833642548,0.0,0.2575976845151953,360.0,1.0,Urban,Y
LP002990,Female,No,0,Graduate,Yes,0.05482993197278912,0.0,0.17945007235890012,360.0,0.0,Semiurban,N
